visits,interlibrary_relation_code,fscs_definition_code,overdue_policy,beac_code,locale_code,population_lsa,county_population,print_volumes,ebook_volumes,num_lib_branches,num_bookmobiles
8266,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,9606,9704,36630,5982,0,0
13874,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,6720,1007703,18854,10709,0,0
7990,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Rural,898,10106,17996,112989,0,0
26914,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,12716,13000,21619,33285,0,0
21763,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Rural,2916,7468,30932,15037,0,0
133635,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Suburb,48724,2182947,79766,20697,0,0
19468,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,31827,31761,50455,18549,0,0
1459158,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,City,289547,1195359,498741,67240,4,0
35136,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,25471,51784,36840,17785,0,0
11458,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Rural,3277,352289,12765,40646,0,0
82978,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,City,55579,251496,31434,38477,0,0
22189,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,6968,426710,28898,25563,0,0
53839,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,19706,19696,69935,22592,3,0
95533,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Suburb,13614,251496,44813,51003,0,0
38990,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Suburb,28026,70660,34901,23307,0,0
8317,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,3330,4517,16320,70147,0,0
77633,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,23502,30850,36037,107868,0,0
5472,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,6824,51784,14226,15037,0,0
2918,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Rural,3516,3490,19988,10678,0,0
14755,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,6722,47921,30212,49037,0,0
6416,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,6632,6666,9911,4736,0,0
312902,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,City,118802,2606358,208445,19898,0,0
12338,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Suburb,8407,2182947,22212,35861,0,0
1414868,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Suburb,846394,916778,866793,37117,12,0
70354,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Suburb,16991,4835125,84754,61401,0,0
3772,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,2968,426710,12023,25508,0,0
94623,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Suburb,9941,1007703,32523,17064,0,0
618,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Rural,3333,3352,12099,0,0,0
10701,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,5529,25951,17963,15037,0,0
18012,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,23860,25374,38673,25563,0,0
137763,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Suburb,100515,131307,113338,231331,0,0
21627,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,4209,31677,26600,21147,0,0
449234,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,City,126697,697191,149572,18529,0,0
11046,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,3125,52217,24201,58769,0,0
258409,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,City,118892,119057,225256,19247,2,0
3002253,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,City,1841492,2087679,1211548,294251,29,0
10494,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Rural,7857,7833,25928,22253,0,0
25464,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Suburb,33646,426710,38050,0,0,0
254850,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,City,93039,280486,165509,27378,0,0
2059,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Rural,693,687,22395,0,0,0
20240,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Suburb,14625,361744,24517,63611,0,0
194260,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Suburb,123167,188454,87976,201060,0,0
14797,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,11415,31677,32150,15037,0,0
142920,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Town,48614,188454,73257,204648,0,0
40048,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,22181,22523,41557,33716,1,0
1300,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Rural,4807,4804,11441,17760,0,0
15323,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,3135,3141,15131,174899,0,0
6003,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Rural,1985,28936,11392,15037,0,0
69629,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,City,45264,146907,44759,34707,0,0
30495,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,12970,58261,54610,33023,0,0
9782,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,7588,70660,22142,15037,0,0
18663,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,13674,110778,39739,45785,0,0
25344,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,16686,16212,66005,33270,0,0
6971,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,3217,3221,8281,25135,0,0
48462,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,33672,30554,48456,33562,0,0
6699,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Rural,3441,58261,13020,0,0,0
3658,Not a member of a federation or cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,2921,20381,7570,0,0,0
29692,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,21641,44195,28107,0,0,0
8889,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Rural,2799,2678,18015,21019,0,0
21043,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,14473,14306,42661,82480,0,0
2772,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,3951,70660,12963,0,0,0
10838,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,5724,5761,7817,57612,0,0
26190,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,16975,697191,59075,34962,0,0
12126,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Town,10844,20441,19929,19000,0,0
208215,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,City,89458,393193,131851,171836,0,1
65210,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,61504,185690,58346,35179,0,0
84662,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Suburb,63390,361744,121332,11815,0,0
51919,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Suburb,62400,1007703,65666,40957,0,0
154722,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,28032,50537,37369,204776,0,0
8842,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,6881,6955,12114,6738,0,0
136519,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,City,109286,245209,188598,81110,0,0
20964,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,20461,24960,72368,30713,0,0
20027,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Town,9226,146907,16845,47345,0,0
6503,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Rural,2155,2196,17901,0,0,0
11700,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,12491,12522,32592,15037,0,0
140238,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,City,91065,91664,70400,237139,0,0
5625,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Suburb,9678,85722,32131,39583,0,0
281547,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,City,223100,268583,319880,180845,3,0
18548,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,10746,37571,28104,545649,0,0
11188,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Rural,15473,31677,31237,0,2,0
79365,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Suburb,45476,222829,54685,32707,0,1
69463,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Town,63841,173494,86607,20788,0,0
8360,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Rural,3251,21117,13906,968,0,0
22379,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Rural,2568,2563,23828,20680,0,0
242635,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Suburb,64841,898471,92873,174377,0,0
164294,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,41824,41739,119632,44132,3,0
51940,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,20215,20033,46395,5982,2,0
44363,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Suburb,18046,2182947,53833,20697,0,0
30153,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,6449,146907,33033,589,0,0
